Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"Perhimpunan Pengembang Perumahan";"lingkungan 5";"5HPJ+CR5, Lewet, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1860133";"124.5821203";"https://maps.google.com/?cid=0x0:0xfeb9e6b24613c58";""
"komplek housing";"Pembangunan Perumahan";"KILOS BLOK.M";"5HJH+8W4, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1807733";"124.5798406";"https://maps.google.com/?cid=0x0:0xaa86720e485fa41c";""
"komplek housing";"Gedung Apartemen";"Perumahan Teeptrans Indah";"5GH5+488, Desa Kec. Kab. Prov., Teep, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";" 085241761529";"";"";"1.177794";"124.5083389";"https://maps.google.com/?cid=0x0:0x4ff6cb3250e02200";""
"komplek housing";"Komplek perumahan";"Cozy Home Amurang";"5GQF+WPQ, Kapitu, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";" 082346441189";"";"";"1.1898343";"124.5243687";"https://maps.google.com/?cid=0x0:0x981a6626da42c6b4";""
"komplek housing";"Komplek perumahan";"Kilos Amurang";"5HJJ+P6H, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1818209";"124.5806218";"https://maps.google.com/?cid=0x0:0x4f901d0dce0fe087";""
"komplek housing";"Pembangunan Perumahan";"Rumah";"5HRM+5Q, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1904336";"124.5845023";"https://maps.google.com/?cid=0x0:0xe76f0eda3a096897";""
"komplek housing";"Komplek perumahan";"Rumah amurang (mas pur)";"5HMG+296, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1825395";"124.575899";"https://maps.google.com/?cid=0x0:0xc81206e807c0f827";""
"komplek housing";"Pembangunan Perumahan";"Home";"6H2Q+4PR, Jl. E.A. Mangindaan, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2003743";"124.5892478";"https://maps.google.com/?cid=0x0:0xa863213e3f30a522";""
"komplek housing";"komplek housing";"Kec. Amurang Tim.";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1982239";"124.5867155";"https://maps.google.com/?cid=0x0:0xb4cfe2dd829f0d3b";""
"komplek housing";"Pembangunan Perumahan";"Rumah";"5HWP+RG6, Jl. Trans Sulawesi, Lingkungan V, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95954";"Jl. Trans Sulawesi, Lingkungan V, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95954";"Indonesia";"";"";"";"1.197104";"124.586208";"https://maps.google.com/?cid=0x0:0x2abcd0a2c03143a8";""
"komplek housing";"Pembangunan Perumahan";"Home";"6H2Q+4PR, Jl. E.A. Mangindaan, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2003743";"124.5892478";"https://maps.google.com/?cid=0x0:0xa863213e3f30a522";""
"komplek housing";"Pembangunan Perumahan";"Rumah";"5HRM+5Q, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1904336";"124.5845023";"https://maps.google.com/?cid=0x0:0xe76f0eda3a096897";""
"komplek housing";"Pembangunan Perumahan";"Huntap Amurang";"5H7C+7R, Rumoong Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1632471";"124.5720236";"https://maps.google.com/?cid=0x0:0xd6d19d79673d06f";""
"komplek housing";"Komplek perumahan";"Rumah amurang (mas pur)";"5HMG+296, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1825395";"124.575899";"https://maps.google.com/?cid=0x0:0xc81206e807c0f827";""
"komplek housing";"Pembangunan Perumahan";"KILOS BLOK.M";"5HJH+8W4, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1807733";"124.5798406";"https://maps.google.com/?cid=0x0:0xaa86720e485fa41c";""
"komplek housing";"komplek housing";"Kec. Kumelembuai";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0871129";"124.4894698";"https://maps.google.com/?cid=0x0:0xa2d03c63ae50dad";""
"komplek housing";"Kafe";"Jln ROMEO";"3FQW+H34, Kumelembuai I, Kec. Kumelembuai, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";" 085244916818";"";"";"1.0888989";"124.4952166";"https://maps.google.com/?cid=0x0:0xce7c3f22a245fc63";""
"komplek housing";"Toko bahan makanan";"KEN KEY mini cafe";"lingk 3 kec, Malola, Kec. Kumelembuai, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0617584";"124.4787666";"https://maps.google.com/?cid=0x0:0x21f294a13712dd6a";""
"komplek housing";"komplek housing";"Kec. Maesaan";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.8779406";"124.4741741";"https://maps.google.com/?cid=0x0:0x7b9cfccbb759dc4d";""
"komplek housing";"Komplek perumahan";"Lorong 9";"Perumahan Maesaan Permata Sagerat, Tambelang, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.8779406";"124.4741741";"https://maps.google.com/?cid=0x0:0x66cfad8d0a9d9db8";""
"komplek housing";"Komplek perumahan";"Lorong Konarom";"WF46+X72, Lowian satu, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.907396";"124.4606493";"https://maps.google.com/?cid=0x0:0x962aa51ee5217a1b";""
"komplek housing";"komplek housing";"Kec. Modoinding";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.7934377";"124.4536411";"https://maps.google.com/?cid=0x0:0xd408c5df1a05e95c";""
"komplek housing";"Komplek perumahan";"Radit";"2FF4+8XX, RT.Jaga/RW.6, Lalumpe, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara 95956";"RT.Jaga/RW.6, Lalumpe, Kec. Motoling, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95956";"Indonesia";"";"";"";"1.0228373";"124.4575724";"https://maps.google.com/?cid=0x0:0xb4afc340102c8f6b";""
"komplek housing";"Komplek perumahan";"Cindy";"29XR+JP3, Tondei Dua, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0490058";"124.3917823";"https://maps.google.com/?cid=0x0:0xed9ecb6372f79f2a";""
"komplek housing";"komplek housing";"Kec. Motoling Bar.";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0414558";"124.4413862";"https://maps.google.com/?cid=0x0:0x6c6cffd8f0e2995b";""
"komplek housing";"Komplek perumahan";"Radit";"2FF4+8XX, RT.Jaga/RW.6, Lalumpe, Kec. Motoling, Kabupaten Minahasa Selatan, Sulawesi Utara 95956";"RT.Jaga/RW.6, Lalumpe, Kec. Motoling, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95956";"Indonesia";"";"";"";"1.0228373";"124.4575724";"https://maps.google.com/?cid=0x0:0xb4afc340102c8f6b";""
"komplek housing";"Komplek perumahan";"Cindy";"29XR+JP3, Tondei Dua, Kec. Motoling Bar., Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0490058";"124.3917823";"https://maps.google.com/?cid=0x0:0xed9ecb6372f79f2a";""
"komplek housing";"komplek housing";"Kec. Motoling Tim.";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0658557";"124.4966035";"https://maps.google.com/?cid=0x0:0xc31c83b5c58d6f0d";""
"komplek housing";"komplek housing";"Kec. Ranoyapo";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9993883";"124.4993385";"https://maps.google.com/?cid=0x0:0x1e005a1bf0ed1cb7";""
"komplek housing";"komplek housing";"Ranoyapo";"Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1842417";"124.567375";"https://maps.google.com/?cid=0x0:0x4c4aa0a1088dc68d";""
"komplek housing";"komplek housing";"Kec. Sinonsayang";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.0964547";"124.3480233";"https://maps.google.com/?cid=0x0:0x459f24c060a3cdba";""
"komplek housing";"Komplek perumahan";"Kel. Sunarto Mokodompit";"Pertamini, Tanamon Utara Jaga 6 Pertigaan Depan, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara 95959";"Tanamon Utara Jaga 6 Pertigaan Depan, Kec. Sinonsayang, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95959";"Indonesia";"";"";"";"1.0269933";"124.309175";"https://maps.google.com/?cid=0x0:0xabb5a29d24b01f57";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"Warung Nelayan";"Tanamon, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara 95959";"Kec. Sinonsayang, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95959";"Indonesia";" 081245247848";"";"";"1.0272729";"124.307528";"https://maps.google.com/?cid=0x0:0xa95bb17ad4115930";""
"komplek housing";"komplek housing";"Kec. Tareran";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2295372";"124.7372988";"https://maps.google.com/?cid=0x0:0xac5d2c923abab162";""
"komplek housing";"komplek housing";"Kel. Tamboto Kowel";"Rumoong Atas, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara 95953";"Kec. Tareran, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95953";"Indonesia";" 0895384905808";"";"";"1.2301499";"124.7358784";"https://maps.google.com/?cid=0x0:0xdd88d2a4739ce304";""
"komplek housing";"Komplek perumahan";"Jesika Tujuwale Residence";"6PM3+6F3, RT.Jaga/RW.3, Wuwuk, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara 95953";"RT.Jaga/RW.3, Wuwuk, Kec. Tareran, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95953";"Indonesia";"";"";"";"1.2328609";"124.7035561";"https://maps.google.com/?cid=0x0:0x66b5fe998b6479af";""
"komplek housing";"Komplek perumahan";"Paslaten1";"7JQ4+W57, Paslaten, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2897761";"124.6054345";"https://maps.google.com/?cid=0x0:0x98f92d680056c5c8";""
"komplek housing";"Komplek perumahan";"Paslaten satu";"7HWR+9JX, Paslaten Satu, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2959777";"124.5915966";"https://maps.google.com/?cid=0x0:0x26c42314ff3dcebc";""
"komplek housing";"komplek housing";"Sulawesi Utara 95355";"Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1636763";"124.4326123";"https://maps.google.com/?cid=0x0:0x19db91f9dd28ea10";""
"komplek housing";"Komplek perumahan";"Istana Ruth Rindorindo";"5C7M+96M, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1634542";"124.4330477";"https://maps.google.com/?cid=0x0:0xfdc2bb7d0e32af90";""
"komplek housing";"komplek housing";"Mondoringin-sahelangi";"5C7M+MCG, Jl. Desa Pakuweru, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara 95355";"Jl. Desa Pakuweru, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95355";"Indonesia";"";"";"";"1.1641807";"124.4335775";"https://maps.google.com/?cid=0x0:0x6b6976ddc925881e";""
"komplek housing";"Komplek perumahan";"Kel. Rindorindo Mamesah";"5C7M+RC4, Jl. Pakuweru, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1645059";"124.4335721";"https://maps.google.com/?cid=0x0:0xd5e6f7f764f1cbe2";""
"komplek housing";"komplek housing";"Rumah Christy Tampi";"5C7M+P6Q, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1643385";"124.4331167";"https://maps.google.com/?cid=0x0:0x99335e5fa48f85f0";""
"komplek housing";"Komplek perumahan";"Kel. Iroth - Rintjap";"5C7M+99M, Jl. Pakuweru, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1636956";"124.4334792";"https://maps.google.com/?cid=0x0:0xf9b1c16643c941f6";""
"komplek housing";"komplek housing";"Egeten Kodongan";"5C7M+C5J, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1635783";"124.4328918";"https://maps.google.com/?cid=0x0:0x392a0f623a7a574e";""
"komplek housing";"Taman bermain";"pakuweru";"5C8M+M87, Jl. Pakuweru, Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1669034";"124.4332385";"https://maps.google.com/?cid=0x0:0x4ec82cdec5e14678";""
"komplek housing";"komplek housing";"Komplek Housing";"Blok Bojong Nangka I, Jl. Ring Rudal Blok Bojong Nangka I No.68, RT.001/RW.007, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414";"Jl. Ring Rudal Blok Bojong Nangka I No.68, RT.001/RW.007, Jatirahayu, Kec. Pd. Melati, Kota Bks";"SULAWESI UTARA";"17414";"Indonesia";"";"";"";"-6.293724";"106.9165114";"https://maps.google.com/?cid=0x0:0x9c50464976dee674";""
"komplek housing";"komplek housing";"Kec. Tompaso Baru";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.919931";"124.469716";"https://maps.google.com/?cid=0x0:0xd34cfb653da52844";""
"komplek housing";"Komplek perumahan";"rumah pribadi";"WF89+J4J, Lrg. Bugis, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9165762";"124.4677804";"https://maps.google.com/?cid=0x0:0x1a232c8557852c7b";""
"komplek housing";"Komplek perumahan";"Sion tompasobaru";"WF95+5QV, Unnamed Road, Sion, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9179982";"124.4594104";"https://maps.google.com/?cid=0x0:0xe568062a54432c2c";""
"komplek housing";"Komplek perumahan";"Village Tompasobaru";"WF9C+R3R, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9196196";"124.4701362";"https://maps.google.com/?cid=0x0:0x58760bdcf9777c9a";""
"komplek housing";"Komplek perumahan";"Ekel home";"WFG9+QW8, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9269089";"124.4698177";"https://maps.google.com/?cid=0x0:0xad8c16d9bf59b700";""
"komplek housing";"Komplek perumahan";"Vael";"WF89+5FH, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9154266";"124.4687489";"https://maps.google.com/?cid=0x0:0x696fdd79f4313159";""
"komplek housing";"Kantor Pendaftaran Militer";"Depot RAVA-REVA TOMPASO BARU SATU, Depan kantor koramil TOMPASO BARU";"WFHC+5P8, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"0.9279656";"124.4717203";"https://maps.google.com/?cid=0x0:0x31c00d5dd8cd2ecd";""
"komplek housing";"komplek housing";"Kel.Memah Rewah";"Tumpaan Baru, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.2439336";"124.6182606";"https://maps.google.com/?cid=0x0:0x1ae702c17fafce92";""
"komplek housing";"komplek housing";"Tumpaan";"Tumpaan, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.238996";"124.6175";"https://maps.google.com/?cid=0x0:0xa5bfed7e82c26c62";""
"komplek housing";"komplek housing";"Kec. Tebet";"Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta";"Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta";"SULAWESI UTARA";"";"Indonesia";"";"";"";"-6.2251223";"106.8549881";"https://maps.google.com/?cid=0x0:0xd575e31c807295f9";""
"komplek housing";"Komplek perumahan";"Double A Mobile";"Lorong Meong, Tumpaan Satu, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara 95352";"Tumpaan Satu, Kec. Tumpaan, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95352";"Indonesia";"";"";"";"1.2393125";"124.6154375";"https://maps.google.com/?cid=0x0:0xbdba5ad1cc99093d";""
"komplek housing";"Komplek perumahan";"Jen Tambuwun";"Jl. Papokeyan jaga 4, Munte, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara 95352";"Munte, Kec. Tumpaan, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95352";"Indonesia";"";"";"";"1.3130547";"124.6659472";"https://maps.google.com/?cid=0x0:0xf80cc277468480a";""
"perumahan";"perumahan";"Kec. Amurang";"Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1846911";"124.575545";"https://maps.google.com/?cid=0x0:0xc0ecc4637a3a0d02";""
"perumahan";"Pembangunan Perumahan";"Rumah";"5HWP+RG6, Jl. Trans Sulawesi, Lingkungan V, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95954";"Jl. Trans Sulawesi, Lingkungan V, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan";"SULAWESI UTARA";"95954";"Indonesia";"";"";"";"1.197104";"124.586208";"https://maps.google.com/?cid=0x0:0x2abcd0a2c03143a8";""
"perumahan";"Komplek perumahan";"Rumah amurang (mas pur)";"5HMG+296, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1825395";"124.575899";"https://maps.google.com/?cid=0x0:0xc81206e807c0f827";""
"perumahan";"Perhimpunan Pengembang Perumahan";"lingkungan 5";"5HPJ+CR5, Lewet, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1860133";"124.5821203";"https://maps.google.com/?cid=0x0:0xfeb9e6b24613c58";""
"perumahan";"Komplek perumahan";"Kilos Amurang";"5HJJ+P6H, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara";"Kabupaten Minahasa Selatan, Sulawesi Utara";"SULAWESI UTARA";"";"Indonesia";"";"";"";"1.1818209";"124.5806218";"https://maps.google.com/?cid=0x0:0x4f901d0dce0fe087";""
